"signature_size","Accuracy","Kappa","Sensitivity","Specificity","Balanced_Accuracy","AUC","n_unique_genes_selected","n_genes_selected_4plus_folds","n_genes_selected_5of5_folds","mean_best_mtry"
50,0.712328767123288,0.424333458505445,0.72972972972973,0.694444444444444,0.712087087087087,0.8003003003003,157,15,8,5
